comparison_key,experiment,controller_variant,controller,solver,bend_deg,jacobian_contact,plant_contact,rollout_steps,Np,frame,progress,progress_available,first_applied_tracking_error_m,first_nonlinear_tracking_error_m,first_linear_tracking_error_m,first_linearisation_error_m,terminal_linearisation_error_m,max_linearisation_error_m,mean_linearisation_error_m,max_B_drift_relative,mean_B_drift_relative,max_B_change_from_stage0_relative,source_command_utilization_l2,source_command_utilization_max,dL_command_utilization_abs,source_contribution_sum_m,source_net_contribution_m,dL_contribution_m,source_scaled_authority_mean_m,dL_scaled_authority_m,normalized_command_change_l2
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,Inverse Jacobian,inverse_jacobian,held,,False,True,10,15,19,0.022625974624213084,True,0.001568342932626045,,0.001568335321260493,,,,,0.0,0.0,0.0,0.021490276540489538,0.01620495585519963,0.0018721817698059964,7.98754879403826e-06,6.765669761195715e-06,9.469741754874042e-06,0.00015531407021624667,0.005058131591493565,0.00858673063397687
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,Inverse Jacobian,inverse_jacobian,held,,False,True,10,15,20,0.022625974624213084,True,0.0016186274068245355,,0.001617606143051939,,,,,0.0,0.0,0.0,0.020656647157319755,0.015517495549841958,0.0016102070490973987,6.6526099322132936e-06,5.618541505585274e-06,8.129934379365738e-06,0.00013423097998419733,0.00504899937180313,0.0008824438418778632
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,Inverse Jacobian,inverse_jacobian,held,,False,True,10,15,21,0.022625974624213084,True,0.0016748796383787975,,0.0016740459965073485,,,,,0.0,0.0,0.0,0.016823062661654144,0.012557685423806897,0.0013895451297761426,5.5311871964246585e-06,4.662056295362616e-06,7.019813449812519e-06,0.00013632036134924916,0.005051878704323493,0.003842879923443621
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,Inverse Jacobian,inverse_jacobian,held,,False,True,10,15,22,0.022625974624213084,True,0.0017258782154487944,,0.0017251981814750588,,,,,0.0,0.0,0.0,0.013779977534878732,0.010238783123570778,0.001199108233957424,4.607662599606628e-06,3.875959874181575e-06,6.060731385173214e-06,0.00013813160294463053,0.005054365580637326,0.0030503325711550354
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,Inverse Jacobian,inverse_jacobian,held,,False,True,10,15,23,0.023029937420478448,True,0.001895810199665174,,0.0018957966119948605,,,,,0.0,0.0,0.0,0.024679885979318136,0.01815231219763316,0.0018850552042935307,9.703789743368962e-06,8.169245520654025e-06,9.555033560811744e-06,0.00016100223877261568,0.00506883487499387,0.0109235416553797
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_inverse_jacobian_held_kp1_rollout10_Np15_bends_0_-30,Inverse Jacobian,inverse_jacobian,held,,False,True,10,15,24,0.023029937420478448,True,0.001962154143004189,,0.0019609302979960446,,,,,0.0,0.0,0.0,0.02425972578129686,0.017690688603689192,0.0016684051841275467,8.314613685655787e-06,6.984930949224559e-06,8.440006971848221e-06,0.00013922572756649423,0.005058727371589728,0.0005314474762792293
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,0,0.013737373737374261,True,0.0003368497847751311,0.0003368497847751311,0.000336849976544369,7.007574367530037e-07,8.725819230943038e-05,8.725819230943038e-05,2.5365564357315643e-05,0.0,0.0,0.0,0.13257362807427422,0.12155949637855089,0.08011897112197529,4.5019596446682954e-06,1.9342262621011025e-06,0.0004007014062310008,4.0591651859071914e-05,0.005001329905010415,
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,1,0.014545454545455134,True,0.002354125744631676,0.002354125744631676,0.00235414329985321,8.099787287123458e-08,0.00012427091474690165,0.00012427091474690165,3.996512195986197e-05,0.0,0.0,0.0,0.11067643467623879,0.10432521997871746,0.0199983899071029,3.0300105747416105e-05,2.8227242051041387e-05,0.00010010419760724089,8.071631487913788e-05,0.005005612855447253,0.21507984085056003
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,2,0.015757575757576442,True,0.0021427560957521775,0.0021427560957521775,0.002142818754398096,4.641647994645954e-06,0.00031898980864173787,0.00031898980864173787,0.00010147933182693292,0.0,0.0,0.0,0.144681966270925,0.13881727037659644,0.019991712428614167,4.05607090897504e-05,3.965572251809686e-05,0.00010010828403853454,8.512802978133937e-05,0.005007489198136395,0.2549563630795416
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,3,0.0165656565656572,True,0.0023354872044860026,0.0023354872044860026,0.002335867592819685,5.208772870794433e-07,0.0005195244826688164,0.0005195244826688164,0.00016460099124595195,0.0,0.0,0.0,0.36494355994953365,0.33114169329751764,0.02000926036430909,0.00011812553587415928,0.00011673718884737531,0.00010021328422331553,0.00010577103298277949,0.005008345256082925,0.5079791798133937
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,4,0.017777777777778503,True,0.0021294422112954304,0.0021294422112954304,0.002130431501958681,1.8111941371313095e-06,0.0005208641049448155,0.0005208641049448155,0.000179596348482026,0.0,0.0,0.0,0.6036020168880091,0.42152995638916657,0.019993404872312555,0.00018082566515288253,0.0001765508505927912,0.00010031189266742898,0.00012004908291731722,0.005017249103295246,0.9529175114442744
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,5,0.01858585858585937,True,0.0023665151177430627,0.0023665151177430627,0.00236786653619361,1.3990415856405757e-06,0.0003583800146667015,0.0003583800146667015,0.0001235213119233699,0.0,0.0,0.0,0.569276994263588,0.5071261682050617,0.02000105069682111,0.00025236681121707676,0.00022637512551601537,0.00010025248058412713,0.00013416704583011618,0.0050123607056333725,1.1503353734718003
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,6,0.019797979797980564,True,0.002102188557244884,0.002102188557244884,0.0021027587570844096,1.0536258439538034e-06,0.00016252947740932408,0.00016252947740932408,5.8055825790020714e-05,0.0,0.0,0.0,0.4304144862449159,0.2791755002513692,0.019994759751711423,0.0001936845578206835,0.00014209027124480384,0.00010044226511160267,0.0001487691703683171,0.005023429456460733,0.9070229914223853
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,7,0.02060605354337191,True,0.0020944125482453045,0.0020944125482453045,0.002095161041659526,4.458401478979278e-06,7.274589838991672e-05,7.274589838991672e-05,2.8134609469334296e-05,0.0,0.0,0.0,0.7883398575635407,0.4994325626183646,0.01999969438650076,0.00031047336929064366,0.00018548377234235968,0.00010043213311983725,0.00016267437069719334,0.005021683390703518,0.9565469296704654
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,8,0.02141407059843531,True,0.0021430297420900837,0.0021430297420900837,0.002143926239144262,1.6297942373948565e-06,4.7229211036067397e-05,4.7229211036067397e-05,1.8503730126354777e-05,0.0,0.0,0.0,0.8000443988661563,0.6051671087859022,0.019999280029593426,0.0002785014735205228,0.00020479106625736002,0.00010054928124028792,0.00017955097347181228,0.005027645049796926,0.5275678324612147
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,9,0.022625974624213084,True,0.0018691504328313127,0.0018691504328313127,0.0018700439930307647,1.7211107580627713e-06,4.462211818469853e-05,4.462211818469853e-05,1.8232068224116546e-05,0.0,0.0,0.0,0.8411854786698485,0.6650038567977578,0.020000505530523422,0.0003332484895268331,0.0002200974490791008,0.00010063523030182278,0.00019842040126634184,0.005031634332854242,0.08385139135546223
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,10,0.023433914222144848,True,0.002128275689933602,0.002128275689933602,0.00212882406680707,1.643769217793015e-06,3.193237636097403e-05,3.2236768658157504e-05,1.8997589486080227e-05,0.0,0.0,0.0,0.5887208653743794,0.4586152451341085,0.020005367059410317,0.00024505713656076164,0.00016090600037719648,0.00010079042592701649,0.00021984431489781674,0.005038169288656252,0.2700334101567413
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,11,0.02464594586864694,True,0.0020461708871952573,0.0020461708871952573,0.0020465466327431593,1.5499979764780458e-06,1.0688113953013046e-05,4.090392148570144e-05,2.0219526438767684e-05,0.0,0.0,0.0,0.21849907949431077,0.17120642768802813,0.020008062319425396,0.00010798305686619947,6.753821703688039e-05,0.00010095748088301729,0.00024277966212324242,0.005045839985464253,0.37112693770005195
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,12,0.02545402548523877,True,0.0023225116921683263,0.0023225116921683263,0.002322923298950684,1.9660455984086294e-06,1.566743964957218e-05,4.9535513445298376e-05,2.773916091247873e-05,0.0,0.0,0.0,0.07897616493617234,0.061539677482970505,0.020004113464035342,4.9282378749671485e-05,2.821259644555268e-05,0.00010111083717492114,0.0002658541770135172,0.005054502283078158,0.14671362405190339
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,13,0.026666146697360095,True,0.002152880845957539,0.002152880845957539,0.002153325602285212,2.2078472861260106e-06,3.322979472488272e-05,5.617482044138669e-05,3.43981965884154e-05,0.0,0.0,0.0,0.04572009455876608,0.03184465837219987,0.019997870537827627,3.576160392059722e-05,1.8121600443985885e-05,0.00010126600613366258,0.0002892744104532488,0.005063839469412983,0.03967218531922811
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,14,0.027474227505440894,True,0.0023688121704738573,0.0023688121704738573,0.0023718686540015444,9.916514095802337e-06,4.800043271732057e-05,0.00030529636470478583,7.601019500482506e-05,0.0,0.0,0.0,0.03469459571001864,0.022314168357986056,0.020000074240851557,3.046689437449617e-05,1.6504511396395042e-05,0.00010126752123398836,0.0002869187567969575,0.005063357266301658,0.013620335975413407
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,15,0.02868634871756212,True,0.002203126038350778,0.002203126038350778,0.0022033451538602607,1.9649648269346665e-06,0.0005696156613657474,0.0005696156613657474,0.0001702578651147605,0.0,0.0,0.0,0.049314314387367775,0.03348854484624194,0.020000299916947337,5.069928914480117e-05,2.6094104566933852e-05,0.0001016651225774065,0.0003345906423739508,0.005083179902280373,0.06088015344969685
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,16,0.029494429525643018,True,0.0024013453261590807,0.0024013453261590807,0.002403207554501399,1.6263040460799197e-05,0.00048138656652736825,0.00048138656652736825,0.00019485611697950486,0.0,0.0,0.0,0.1774193803783738,0.1254590298333559,0.01999632162175259,0.00016831749842791658,0.0001424304540997109,0.00010169072358488148,0.0003315332533635528,0.005085471493630073,0.17319965874481041
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,17,0.030706550737764245,True,0.0021887681457279434,0.0021887681457279434,0.0021887059978309238,2.270894254249386e-06,0.00023865758894123522,0.00023865758894123522,8.652941723435308e-05,0.0,0.0,0.0,0.2715353250752915,0.219650556246697,0.019997855965515968,0.00026402666891368377,0.0002429302820101237,0.00010195183336196438,0.00038003703702174565,0.005098138197303189,0.42705769308853225
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,18,0.0315146315458451,True,0.0023827833792470937,0.0023827833792470937,0.0023835217633575412,7.838866716748732e-06,0.0001659988208252605,0.0001659988208252605,9.169478239521773e-05,0.0,0.0,0.0,0.09149301684230127,0.06030007875167954,0.019993612687472115,0.00010201598067093959,7.144097962060347e-05,0.00010198954696769571,0.00037517361808250767,0.005101106466446745,0.3345544655636746
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,19,0.03272675275796637,True,0.002170942977874191,0.002170942977874191,0.002175035822435915,1.4660105554522456e-05,0.00015574932683415057,0.00030537325499147103,7.631726401634844e-05,0.0,0.0,0.0,0.11635951736471566,0.08785715270570697,0.019995159028715424,0.00014109120920439904,0.00011296612333326756,0.00010244251912824008,0.0004295740649451026,0.005123366059810799,0.15682864554123918
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,20,0.03353483356604722,True,0.0023914884226801368,0.0023914884226801368,0.0023942659509577835,1.1165966337865186e-05,0.00014650459996046897,0.0002380061488480146,0.00010358074645278906,0.0,0.0,0.0,0.03571039757143711,0.029689809121744782,0.019993249853811713,2.830046232061996e-05,6.568304510105302e-06,0.00010237478498812738,0.00042139979287966176,0.005120467444596539,0.1196159549910177
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,21,0.03474695477816845,True,0.0021950139364766887,0.0021950139364766887,0.0021769676245444233,6.117005545425989e-05,5.669986952252815e-05,0.00045552156352107867,0.00025585274338636146,0.0,0.0,0.0,0.3030923231972492,0.24877156420760832,0.019995625712436745,0.0002428879473393226,0.00015470051121487346,0.00010300613940929864,0.000481610677550368,0.005151433663075198,0.27257440845283176
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,22,0.035555035586249346,True,0.002454902349775188,0.002454902349775188,0.002362615772567297,0.0002875999271258966,3.981436992418516e-05,0.0006361782481528474,0.00034897373731290364,0.0,0.0,0.0,0.34096775148212954,0.27885222302677976,0.019997802076973045,0.0002804707748039538,0.0001837392978133906,0.00010331946469103381,0.0005103249731158575,0.005166541017525297,0.04002248515498562
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,23,0.03676715679837057,True,0.0022026243868222993,0.0022026243868222993,0.0021350160683773385,0.0002354698798015356,3.136373340295269e-05,0.00043827548184295265,0.00020271548899794824,0.0,0.0,0.0,0.2630969076263093,0.21675103994501557,0.019997949430512578,0.00022423007874225345,0.0001452014951152954,0.0001035958548484737,0.0005373392408678376,0.005180323873127144,0.07847280377096538
"(None, False, True, 10, 15)",bends_p0_m30_jac_no_contact_plant_contact_1_ctrl_mpc_lti_rollout10_Np15_sqp50_bends_0_-30,MPC-LTI,mpc,lti,,False,True,10,15,24,0.03757523760645137,True,0.0023102810266144983,0.0023102810266144983,0.0023002326610383618,4.590947168514542e-05,1.65364089812139e-05,0.0001437873337035623,5.328784650104181e-05,0.0,0.0,0.0,0.07459843528922806,0.05675275526496911,0.01999635092049622,8.173067782947396e-05,4.7662549357592056e-05,0.00010344128631823225,0.0005243307752649614,0.005173008151812596,0.19073526093968746
